bundesland,diesel,e5,e10,date
bundesweit,1.737843309885788,1.8452710959836625,1.733474717494895,2022-02-28 00:00:00
Baden-Württemberg,1.7772675490427794,1.89161401297303,1.8007366002258465,2022-03-01 00:00:00
Bayern,1.764563665193158,1.8619500528541224,1.728945055737075,2022-03-01 00:00:00
Berlin,1.7512439670394349,1.8698078281341963,1.801501765744556,2022-03-01 00:00:00
Brandenburg,1.7572698742482231,1.8466500820120288,1.7473127392017496,2022-03-01 00:00:00
Bremen,1.784045711797997,1.9300666086199392,1.8544418807139749,2022-03-01 00:00:00
Hamburg,1.7472762039660057,1.8749653986240389,1.7953609874544716,2022-03-01 00:00:00
Hessen,1.759182866556837,1.8779481838864047,1.7767961873381972,2022-03-01 00:00:00
Mecklenburg-Vorpommern,1.749180509818271,1.7868218075375046,1.687971094035858,2022-03-01 00:00:00
Niedersachsen,1.7525570714434493,1.839155983128515,1.6704929702145386,2022-03-01 00:00:00
Nordrhein-Westfalen,1.745288130211497,1.8519941051410904,1.7614821221492076,2022-03-01 00:00:00
Rheinland-Pfalz,1.756681162772766,1.8660804225460716,1.7783210733287067,2022-03-01 00:00:00
Saarland,1.7632642340358604,1.887715004718465,1.7845495438817236,2022-03-01 00:00:00
Sachsen,1.745090423022488,1.8502253498977828,1.7443987262148135,2022-03-01 00:00:00
Sachsen-Anhalt,1.7548632136678202,1.8341927984429067,1.6890451989619375,2022-03-01 00:00:00
Schleswig-Holstein,1.761366791018512,1.8364035334694164,1.6971571760399802,2022-03-01 00:00:00
Thüringen,1.768018617310833,1.8635571039738703,1.7050488840500817,2022-03-01 00:00:00
bundesweit,1.7571326415228443,1.8581407894651816,1.7448028727796696,2022-03-01 00:00:00
Baden-Württemberg,1.8228001442169024,1.9211188924141909,1.8322085953273723,2022-03-02 00:00:00
Bayern,1.805068509208367,1.88977894709422,1.754589595978015,2022-03-02 00:00:00
Berlin,1.7864238002594035,1.8989902723735408,1.8315886835278856,2022-03-02 00:00:00
Brandenburg,1.7964124200047404,1.877016354586395,1.7760533301730268,2022-03-02 00:00:00
Bremen,1.8062124756335285,1.9389122807017545,1.8596832358674464,2022-03-02 00:00:00
Hamburg,1.7869392301038065,1.90524589100346,1.82770696366782,2022-03-02 00:00:00
Hessen,1.811168897813476,1.89914953145917,1.8004665774207942,2022-03-02 00:00:00
Mecklenburg-Vorpommern,1.789930470619516,1.8228537622972611,1.714540015953204,2022-03-02 00:00:00
Niedersachsen,1.790907405335869,1.8653733989596728,1.6988792997371218,2022-03-02 00:00:00
Nordrhein-Westfalen,1.7890578653707705,1.874068094552436,1.7850779487640989,2022-03-02 00:00:00
Rheinland-Pfalz,1.8003351690248242,1.8896349233245784,1.805921799542489,2022-03-02 00:00:00
Saarland,1.8225140403039315,1.923683184671292,1.8171641889659729,2022-03-02 00:00:00
Sachsen,1.789896748431261,1.8861477467199088,1.7800483253198596,2022-03-02 00:00:00
Sachsen-Anhalt,1.7966378961564398,1.865870645088784,1.7205847381434032,2022-03-02 00:00:00
Schleswig-Holstein,1.794709501077918,1.857415691407453,1.7339135355712965,2022-03-02 00:00:00
Thüringen,1.8057076868829336,1.8961995768688291,1.736661965209215,2022-03-02 00:00:00
bundesweit,1.7994339397386874,1.884373513393939,1.7721119233969935,2022-03-02 00:00:00
Baden-Württemberg,1.8980749583564689,1.9502546363131597,1.8620697390338703,2022-03-03 00:00:00
Bayern,1.8910696012224577,1.9274923349928528,1.791743801449204,2022-03-03 00:00:00
Berlin,1.8689982444940951,1.9330933609958507,1.8656961378870087,2022-03-03 00:00:00
Brandenburg,1.8797124914364007,1.917646037908198,1.816396780086778,2022-03-03 00:00:00
Bremen,1.8907584293640636,1.958556124626547,1.8789338454972253,2022-03-03 00:00:00
Hamburg,1.863527231033824,1.9345018154022549,1.8542763233326964,2022-03-03 00:00:00
Hessen,1.8894166846582323,1.9258864372382227,1.8253994127553004,2022-03-03 00:00:00
Mecklenburg-Vorpommern,1.8653745993589743,1.8582156784188035,1.748849091880342,2022-03-03 00:00:00
Niedersachsen,1.8705968758489544,1.895214561260527,1.7313800597663678,2022-03-03 00:00:00
Nordrhein-Westfalen,1.8767673626766583,1.913734293132667,1.82221772726566,2022-03-03 00:00:00
Rheinland-Pfalz,1.8756824829649328,1.923374937676583,1.84039828818348,2022-03-03 00:00:00
Saarland,1.895177968702056,1.9472175513961336,1.84334550475606,2022-03-03 00:00:00
Sachsen,1.8773445192062008,1.920903756068478,1.808015756749851,2022-03-03 00:00:00
Sachsen-Anhalt,1.8823370382477933,1.898058624822927,1.7507050234281354,2022-03-03 00:00:00
Schleswig-Holstein,1.8705890218676124,1.8981192375886524,1.75698359929078,2022-03-03 00:00:00
Thüringen,1.8862570886226124,1.9247416063589988,1.7593522363269665,2022-03-03 00:00:00
bundesweit,1.881485384153455,1.9188143563160476,1.8045345776072117,2022-03-03 00:00:00
Baden-Württemberg,1.9530752912134537,1.977957082979763,1.891486898608861,2022-03-04 00:00:00
Bayern,1.9552344573492093,1.9649383417919184,1.828981334179192,2022-03-04 00:00:00
Berlin,1.9439091922005567,1.9734119777158772,1.905466573816156,2022-03-04 00:00:00
Brandenburg,1.954638050549216,1.9587253919163912,1.8593542710888344,2022-03-04 00:00:00
Bremen,1.9400877626699629,1.970697569015245,1.8941223733003707,2022-03-04 00:00:00
Hamburg,1.92583518856953,1.9729742482139887,1.8923429141053327,2022-03-04 00:00:00
Hessen,1.9399985732464429,1.9600566459723132,1.8613636293525624,2022-03-04 00:00:00
Mecklenburg-Vorpommern,1.934284968817615,1.894771923125875,1.7853421153111877,2022-03-04 00:00:00
Niedersachsen,1.9257060080979804,1.9221499635339387,1.7518155068782535,2022-03-04 00:00:00
Nordrhein-Westfalen,1.9350987835775977,1.951737244362323,1.859925866823444,2022-03-04 00:00:00
Rheinland-Pfalz,1.934511401129115,1.9579535889727988,1.873696898599604,2022-03-04 00:00:00
Saarland,1.959636612021858,1.981737401335762,1.8747261687917425,2022-03-04 00:00:00
Sachsen,1.945227517179564,1.9600775321183148,1.8502644158948311,2022-03-04 00:00:00
Sachsen-Anhalt,1.9444651116026543,1.942358837723708,1.8006317112406995,2022-03-04 00:00:00
Schleswig-Holstein,1.932815399265406,1.924045640048973,1.778841110053054,2022-03-04 00:00:00
Thüringen,1.953399911621741,1.965727463543968,1.8013231330092798,2022-03-04 00:00:00
bundesweit,1.941173823038397,1.9531664838222431,1.839042791954845,2022-03-04 00:00:00
Baden-Württemberg,1.977014189860835,2.0034701043737577,1.9192300695825049,2022-03-05 00:00:00
Bayern,1.9768930276770715,1.9916694225837828,1.855174882836679,2022-03-05 00:00:00
Berlin,1.9725662503393973,1.9971358946511,1.9285213141460769,2022-03-05 00:00:00
Brandenburg,1.983782120582121,1.977093243243243,1.8906909563409564,2022-03-05 00:00:00
Bremen,1.9462920433996385,1.9880777576853528,1.9079394213381555,2022-03-05 00:00:00
Hamburg,1.9433584487534623,1.9908579870729457,1.9073730378578029,2022-03-05 00:00:00
Hessen,1.960986104731281,1.9812340376665136,1.8767494640943196,2022-03-05 00:00:00
Mecklenburg-Vorpommern,1.9670547449656337,1.9193490895936327,1.8202680573978052,2022-03-05 00:00:00
Niedersachsen,1.9470498206967213,1.9460069415983607,1.781877023565574,2022-03-05 00:00:00
Nordrhein-Westfalen,1.95734382418775,1.967222315675236,1.8762569219290512,2022-03-05 00:00:00
Rheinland-Pfalz,1.9511197653697652,1.967592367092367,1.8858890703890705,2022-03-05 00:00:00
Saarland,1.9798941104668903,1.9968364357644184,1.8901354897772356,2022-03-05 00:00:00
Sachsen,1.9756647786143535,1.9829137252193132,1.8762457000759825,2022-03-05 00:00:00
Sachsen-Anhalt,1.973414523905183,1.9729639413419044,1.8235601647247888,2022-03-05 00:00:00
Schleswig-Holstein,1.955236376735656,1.9519544799580824,1.7930167015981138,2022-03-05 00:00:00
Thüringen,1.994786237346543,1.9992357312082707,1.8535199224639245,2022-03-05 00:00:00
bundesweit,1.9649305461130544,1.9753676775979925,1.862420910641664,2022-03-05 00:00:00
Baden-Württemberg,1.9895999524099093,2.0084342331385665,1.92333273405071,2022-03-06 00:00:00
Bayern,1.9921667399403011,2.0019007797857324,1.864304255269917,2022-03-06 00:00:00
Berlin,1.9785562770562768,2.00525946969697,1.9353175054112557,2022-03-06 00:00:00
Brandenburg,1.9943540180947317,1.9765446514103244,1.901168174560937,2022-03-06 00:00:00
Bremen,1.9531509433962264,1.9995902273826804,1.9181359458151912,2022-03-06 00:00:00
Hamburg,1.9500085308056871,2.001172511848341,1.917916777251185,2022-03-06 00:00:00
Hessen,1.971278410889522,1.9805129392212728,1.8756208056346944,2022-03-06 00:00:00
Mecklenburg-Vorpommern,1.979481192774066,1.9242624350408315,1.8310918089581787,2022-03-06 00:00:00
Niedersachsen,1.954926888332608,1.9597221375707443,1.799461743578581,2022-03-06 00:00:00
Nordrhein-Westfalen,1.9694905374282976,1.967727838413893,1.8782673695052,2022-03-06 00:00:00
Rheinland-Pfalz,1.9644614594850736,1.9718208024008843,1.89446959406097,2022-03-06 00:00:00
Saarland,1.9870215716486903,1.9997241910631744,1.894841910631741,2022-03-06 00:00:00
Sachsen,1.9953996961585765,1.99541474354337,1.8883351660276355,2022-03-06 00:00:00
Sachsen-Anhalt,1.9829387240056533,1.9662192610539069,1.8245087825560264,2022-03-06 00:00:00
Schleswig-Holstein,1.9594314365354544,1.9465287239105311,1.793315793051873,2022-03-06 00:00:00
Thüringen,2.001801916572717,2.002455016910936,1.864157158962796,2022-03-06 00:00:00
bundesweit,1.976374505577026,1.9800439267703749,1.8689448188356543,2022-03-06 00:00:00
Baden-Württemberg,2.0501844327573253,2.0689394440270474,1.9735622539444029,2022-03-07 00:00:00
Bayern,2.046105530559628,2.0507404580152677,1.900179743187908,2022-03-07 00:00:00
Berlin,2.026896494434291,2.0593852799468357,1.988805781691311,2022-03-07 00:00:00
Brandenburg,2.0385934361130578,2.037282527446858,1.931492291520673,2022-03-07 00:00:00
Bremen,2.0188936735778844,2.0592711323763955,1.97343115364168,2022-03-07 00:00:00
Hamburg,2.0109324817518246,2.054292198905109,1.971414005474453,2022-03-07 00:00:00
Hessen,2.044242611422598,2.0524551933859168,1.952540815356837,2022-03-07 00:00:00
Mecklenburg-Vorpommern,2.014979604843849,1.9725154875717017,1.852970554493308,2022-03-07 00:00:00
Niedersachsen,2.0109382990724494,2.0078557595888693,1.832954938581098,2022-03-07 00:00:00
Nordrhein-Westfalen,2.029778530150955,2.0257149145976405,1.9276270630232597,2022-03-07 00:00:00
Rheinland-Pfalz,2.0258429468314696,2.0351978614871493,1.9490914263292132,2022-03-07 00:00:00
Saarland,2.036743161094225,2.0522215045592707,1.9480349544072948,2022-03-07 00:00:00
Sachsen,2.0267259192234928,2.034766554248581,1.931869540182611,2022-03-07 00:00:00
Sachsen-Anhalt,2.0245730635838157,1.9936440462427747,1.8366650867052023,2022-03-07 00:00:00
Schleswig-Holstein,2.029526200696526,2.0174791447315137,1.8573417024378396,2022-03-07 00:00:00
Thüringen,2.040629584942085,2.052931467181468,1.875221645752896,2022-03-07 00:00:00
bundesweit,2.032894621218533,2.035340250153632,1.913735991874975,2022-03-07 00:00:00
Baden-Württemberg,2.1700349769104723,2.156031938030687,2.057546849396693,2022-03-08 00:00:00
Bayern,2.1751847589822275,2.1452178493798746,1.987070093338448,2022-03-08 00:00:00
Berlin,2.170763015551048,2.1521896551724136,2.082860209601082,2022-03-08 00:00:00
Brandenburg,2.1736670204298223,2.1345171132926506,2.0296195277261875,2022-03-08 00:00:00
Bremen,2.165920270974466,2.1842318916102137,2.0953663366336635,2022-03-08 00:00:00
Hamburg,2.156305745102355,2.1592553378824566,2.0790671362535766,2022-03-08 00:00:00
Hessen,2.1748853503184717,2.1501272011989507,2.044853784188835,2022-03-08 00:00:00
Mecklenburg-Vorpommern,2.160418742085268,2.076438581680034,1.958426762346982,2022-03-08 00:00:00
Niedersachsen,2.154241814070196,2.1150586413060317,1.92729110002788,2022-03-08 00:00:00
Nordrhein-Westfalen,2.150536825833047,2.134993541738234,2.0361076262452764,2022-03-08 00:00:00
Rheinland-Pfalz,2.1582093362509114,2.1348654266958427,2.0484962618526623,2022-03-08 00:00:00
Saarland,2.1667343211578225,2.154266712611992,2.0512177808407994,2022-03-08 00:00:00
Sachsen,2.1568602140263717,2.1485876170456715,2.0362110643990063,2022-03-08 00:00:00
Sachsen-Anhalt,2.163668687911237,2.1113974970971485,1.9425827635143853,2022-03-08 00:00:00
Schleswig-Holstein,2.161353216374269,2.1233374269005845,1.954067000835422,2022-03-08 00:00:00
Thüringen,2.160396192329072,2.135620483602001,1.9550682323513064,2022-03-08 00:00:00
bundesweit,2.1626005347370176,2.137026919147611,2.010503731385797,2022-03-08 00:00:00
Baden-Württemberg,2.292046016225219,2.227887068178155,2.132677752108741,2022-03-09 00:00:00
Bayern,2.285550619315325,2.208756341697518,2.0686318616024497,2022-03-09 00:00:00
Berlin,2.2928284135524213,2.220405845572197,2.1516706412679945,2022-03-09 00:00:00
Brandenburg,2.2965655611684603,2.195956512189765,2.0880933450472217,2022-03-09 00:00:00
Bremen,2.2810437304774656,2.263408746095493,2.1726421240517624,2022-03-09 00:00:00
Hamburg,2.287752451941938,2.2346669282071403,2.1509590035307964,2022-03-09 00:00:00
Hessen,2.295186207760745,2.220386533561672,2.1124316862286454,2022-03-09 00:00:00
Mecklenburg-Vorpommern,2.2839692819659545,2.151592218098042,2.033357609113017,2022-03-09 00:00:00
Niedersachsen,2.280317756750775,2.1840591246126606,1.9976741644532976,2022-03-09 00:00:00
Nordrhein-Westfalen,2.27593431935538,2.200310368463542,2.100133250064736,2022-03-09 00:00:00
Rheinland-Pfalz,2.280359980580953,2.2115800631119025,2.122044906545837,2022-03-09 00:00:00
Saarland,2.285142550582465,2.2133298589822195,2.107894236664623,2022-03-09 00:00:00
Sachsen,2.279402762517658,2.2025170302935173,2.085572594569141,2022-03-09 00:00:00
Sachsen-Anhalt,2.286586932324132,2.1718632012466608,2.009340605520926,2022-03-09 00:00:00
Schleswig-Holstein,2.2841631469018333,2.194642453778912,2.025220314071324,2022-03-09 00:00:00
Thüringen,2.2842688496858385,2.209359714838086,2.028734291928468,2022-03-09 00:00:00
bundesweit,2.284267166626818,2.2045788548510385,2.080703199453119,2022-03-09 00:00:00
Baden-Württemberg,2.3358284399004363,2.24148234884779,2.1511729786152074,2022-03-10 00:00:00
Bayern,2.3418225951599174,2.232088580809924,2.096579593822206,2022-03-10 00:00:00
Berlin,2.330152794117647,2.230936617647059,2.1608619117647057,2022-03-10 00:00:00
Brandenburg,2.345823333715728,2.204133302741769,2.0972944820465758,2022-03-10 00:00:00
Bremen,2.33972890664004,2.280977034448328,2.201949575636545,2022-03-10 00:00:00
Hamburg,2.3177965791081245,2.2715127265322743,2.181117491345958,2022-03-10 00:00:00
Hessen,2.331872345628694,2.2312092928469536,2.1248542082738946,2022-03-10 00:00:00
Mecklenburg-Vorpommern,2.3417487520798668,2.1500159456461456,2.034481419855796,2022-03-10 00:00:00
Niedersachsen,2.3259954700213514,2.205643083847885,2.010195452709331,2022-03-10 00:00:00
Nordrhein-Westfalen,2.324226606484952,2.228245920987576,2.128874096875548,2022-03-10 00:00:00
Rheinland-Pfalz,2.3218748726788374,2.226519078586539,2.135824492674136,2022-03-10 00:00:00
Saarland,2.3300439626618488,2.236705209274315,2.124719963866305,2022-03-10 00:00:00
Sachsen,2.3285343054776595,2.2379546644232566,2.139062067676201,2022-03-10 00:00:00
Sachsen-Anhalt,2.333585052501544,2.196546016059296,2.0562957381099443,2022-03-10 00:00:00
Schleswig-Holstein,2.3373606907754123,2.241172437377105,2.0668895443276054,2022-03-10 00:00:00
Thüringen,2.334231835363293,2.237472070558589,2.0652469550608985,2022-03-10 00:00:00
bundesweit,2.33159616494062,2.226733681122305,2.105347332836157,2022-03-10 00:00:00
Baden-Württemberg,2.3336667011375387,2.240763728024819,2.147069829369183,2022-03-11 00:00:00
Bayern,2.3164622445704506,2.222766342141864,2.0896436717663422,2022-03-11 00:00:00
Berlin,2.3109370519070835,2.220882563808431,2.150151993117293,2022-03-11 00:00:00
Brandenburg,2.325341650475509,2.182823192555476,2.0793905307291136,2022-03-11 00:00:00
Bremen,2.3401194731890875,2.2979134524929448,2.2145376293508936,2022-03-11 00:00:00
Hamburg,2.2601603221083453,2.2488535871156663,2.158814421669107,2022-03-11 00:00:00
Hessen,2.3132445068313685,2.218995807598727,2.1028363840539024,2022-03-11 00:00:00
Mecklenburg-Vorpommern,2.341238211580748,2.139382604446616,2.026281456144637,2022-03-11 00:00:00
Niedersachsen,2.3217719445724976,2.213265639829704,2.0265598340428994,2022-03-11 00:00:00
Nordrhein-Westfalen,2.293204474464052,2.211213938649652,2.1148294978241715,2022-03-11 00:00:00
Rheinland-Pfalz,2.304253047294003,2.2122755450302987,2.1261126976387823,2022-03-11 00:00:00
Saarland,2.302218300653595,2.216960522875817,2.103918954248366,2022-03-11 00:00:00
Sachsen,2.3048013665869496,2.210841817560642,2.101133378886232,2022-03-11 00:00:00
Sachsen-Anhalt,2.324055647496897,2.2119760033098883,2.0486184319404224,2022-03-11 00:00:00
Schleswig-Holstein,2.313500627790179,2.216922781808036,2.0388597237723216,2022-03-11 00:00:00
Thüringen,2.3273435836140397,2.2309479517548625,2.049932522003694,2022-03-11 00:00:00
bundesweit,2.31260695382482,2.216939973504521,2.095063186762166,2022-03-11 00:00:00
